Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
18,94,Yes,7,Low,High,Neutral,2,Female,60,54,80,83,43,50,B-
21,93,Yes,6,High,High,Positive,3,Female,61,68,84,85,57,56,B
19,65,Yes,6,Medium,High,Neutral,2,Male,61,50,81,85,86,48,C+
18,94,No,7,High,Medium,Neutral,4,Female,65,59,85,83,69,53,B-
14,77,Yes,8,Medium,Medium,Neutral,2,Male,61,60,79,83,86,51,B-
24,70,Yes,9,Medium,Low,Positive,3,Male,57,55,80,78,55,50,B-
12,95,Yes,4,High,Medium,Negative,3,Male,59,60,82,84,72,49,C+
25,77,No,4,Low,Medium,Neutral,4,Female,53,53,81,84,54,48,C+
14,92,Yes,9,Low,Medium,Neutral,4,Female,60,63,81,78,46,49,C+
15,71,No,7,Low,Low,Neutral,4,Male,63,56,81,81,90,49,C+
11,60,No,7,High,Medium,Positive,1,Male,55,54,80,80,49,43,C
17,80,Yes,8,Medium,High,Negative,4,Female,54,60,78,78,49,49,C+
26,64,Yes,7,Low,High,Positive,4,Female,60,56,82,81,82,51,B-
23,90,Yes,10,Low,Medium,Positive,5,Male,58,53,82,84,80,55,B
26,71,No,8,Medium,Medium,Positive,3,Male,61,60,86,85,89,51,B-
23,78,Yes,6,High,Medium,Neutral,3,Female,60,58,83,77,44,50,B-
13,63,No,6,High,Low,Positive,4,Male,46,55,80,80,45,45,C+
18,71,No,7,High,High,Positive,5,Female,53,56,80,80,62,49,C+
15,91,No,6,Medium,Medium,Positive,3,Male,59,58,74,78,70,52,B-
28,66,No,10,Low,High,Positive,3,Male,54,64,83,79,42,47,C+
13,86,No,7,Medium,Medium,Positive,3,Male,49,47,80,78,48,46,C+
25,87,Yes,8,Medium,High,Positive,4,Male,64,66,82,80,73,55,B
31,92,Yes,9,Medium,Medium,Positive,3,Male,63,59,84,84,44,54,B-
18,64,Yes,9,Medium,Medium,Negative,3,Female,54,53,79,76,87,47,C+
24,70,No,6,Low,Medium,Neutral,3,Male,53,54,80,79,53,48,C+
34,96,Yes,5,High,High,Negative,5,Female,70,62,90,81,84,58,B
16,89,No,9,Medium,Low,Positive,3,Male,66,62,88,82,86,52,B-
11,86,No,5,Medium,Low,Neutral,4,Female,54,62,80,76,65,48,C+
9,87,No,8,Low,High,Neutral,1,Male,49,53,79,72,61,43,C
24,77,Yes,6,Medium,Medium,Positive,4,Male,62,60,84,78,54,52,B-
9,62,Yes,9,High,Medium,Neutral,4,Male,55,51,81,79,80,48,C+
18,91,Yes,5,Low,High,Positive,4,Male,57,60,83,80,50,50,B-
23,87,No,6,Low,High,Neutral,2,Female,64,70,84,82,71,53,B-
21,79,Yes,8,Low,High,Positive,4,Female,50,55,84,81,68,49,C+
23,96,Yes,8,Medium,High,Neutral,4,Female,65,58,76,82,52,52,B-
21,73,Yes,9,Medium,High,Neutral,3,Male,60,57,84,79,89,52,B-
28,72,Yes,8,Low,Medium,Negative,2,Female,57,57,83,82,82,51,B-
14,95,Yes,8,Medium,Medium,Positive,4,Female,61,48,80,79,41,53,B-
16,92,No,9,High,Medium,Neutral,2,Female,57,59,81,77,61,49,C+
15,81,No,5,Low,High,Positive,3,Female,49,52,83,82,58,48,C+
25,65,No,6,Medium,High,Negative,4,Male,62,49,80,81,84,48,C+
25,69,Yes,5,Medium,Medium,Neutral,2,Male,56,59,81,75,53,48,C+
23,86,Yes,4,Medium,High,Negative,3,Male,62,55,85,81,90,52,B-
27,75,No,8,Medium,Medium,Positive,2,Female,64,58,79,82,50,52,B-
13,93,No,9,Low,Medium,Neutral,3,Male,52,62,81,80,52,48,C+
30,98,Yes,8,High,High,Neutral,3,Female,69,60,90,85,73,59,B
29,92,No,8,Low,Low,Neutral,3,Male,62,56,82,85,48,55,B
24,75,No,7,Medium,High,Negative,4,Male,61,59,82,82,84,50,B-
31,92,Yes,7,Medium,High,Positive,3,Male,57,70,89,85,45,57,B
10,74,Yes,10,High,High,Neutral,3,Male,57,50,81,83,89,49,C+
17,67,Yes,9,Medium,Low,Positive,3,Female,55,59,81,80,84,49,C+
16,61,No,6,High,High,Neutral,3,Male,59,59,83,82,82,49,C+
24,75,Yes,9,High,High,Negative,5,Female,64,52,86,86,60,54,B-
14,96,No,9,Medium,High,Neutral,3,Male,54,60,74,85,66,49,C+
25,70,No,8,High,Low,Negative,2,Male,53,60,79,86,63,48,C+
28,68,Yes,8,Medium,Medium,Neutral,3,Female,60,58,81,79,89,52,B-
24,99,Yes,8,Low,High,Negative,2,Male,57,65,83,79,42,52,B-
14,91,No,5,High,High,Neutral,3,Female,62,64,87,77,88,51,B-
27,61,No,5,Medium,Low,Neutral,2,Male,54,55,76,74,60,47,C+
25,97,Yes,5,High,High,Negative,5,Male,53,62,82,87,72,56,B
20,66,Yes,4,High,Medium,Neutral,2,Female,56,52,81,84,85,49,C+
17,82,No,6,Low,Medium,Positive,3,Female,54,58,85,83,55,50,B-
8,71,Yes,8,Medium,Medium,Neutral,1,Female,48,56,84,82,87,46,C+
14,63,Yes,8,High,Medium,Neutral,3,Male,47,50,79,79,54,44,C
31,62,Yes,8,High,High,Positive,4,Male,62,52,84,81,81,54,B-
12,65,Yes,6,Medium,Medium,Positive,3,Female,57,57,78,78,54,44,C
21,63,Yes,7,Low,Medium,Positive,3,Female,54,54,80,76,44,45,C+
26,90,Yes,8,Medium,High,Neutral,4,Male,63,63,88,82,81,57,B
12,79,No,8,Medium,Medium,Neutral,4,Male,58,60,76,80,63,48,C+
21,74,Yes,6,Low,High,Positive,3,Female,53,62,81,84,60,47,C+
26,77,No,7,Medium,High,Neutral,4,Male,54,44,86,85,61,49,C+
20,97,Yes,4,Medium,Medium,Positive,2,Male,59,65,83,80,71,55,B
37,96,Yes,7,Medium,High,Positive,4,Male,60,60,93,85,53,59,B
10,89,Yes,6,Medium,Medium,Positive,3,Male,56,60,82,76,52,50,B-
26,95,No,9,Low,Medium,Neutral,3,Female,63,62,83,83,64,54,B-
19,73,No,6,Medium,Medium,Positive,3,Male,56,59,80,81,42,48,C+
25,75,Yes,7,Medium,High,Negative,4,Male,57,56,82,87,72,51,B-
23,85,Yes,6,Low,High,Neutral,3,Male,55,50,79,80,81,51,B-
16,85,Yes,6,Low,High,Neutral,2,Male,60,56,81,81,76,50,B-
21,79,No,8,Medium,Low,Neutral,2,Female,50,57,78,79,63,47,C+
9,76,No,6,Low,Medium,Negative,4,Male,54,55,75,82,68,43,C
22,93,Yes,4,High,Low,Positive,2,Male,60,58,83,82,86,56,B
24,77,Yes,8,Low,High,Positive,3,Male,57,64,81,76,68,52,B-
26,89,No,7,Medium,Medium,Neutral,5,Male,55,58,80,78,56,53,B-
22,71,No,7,Low,Medium,Neutral,3,Male,53,56,82,80,55,47,C+
21,64,Yes,7,High,Low,Neutral,3,Female,59,52,76,79,73,47,C+
15,74,Yes,8,Medium,Medium,Negative,3,Male,58,57,82,77,69,48,C+
16,76,No,7,Low,Medium,Neutral,2,Female,57,57,78,77,49,45,C+
27,61,Yes,9,Medium,Medium,Neutral,2,Male,57,49,80,83,60,47,C+
29,93,Yes,7,Medium,Medium,Neutral,3,Male,59,60,85,88,74,55,B
19,74,Yes,5,High,High,Positive,3,Male,54,56,79,82,55,47,C+
20,83,Yes,7,Medium,Medium,Neutral,4,Female,55,69,81,80,65,50,B-
15,63,Yes,9,Low,High,Negative,3,Male,60,51,78,79,53,47,C+
27,67,No,6,Medium,Low,Negative,2,Male,47,61,78,78,44,44,C
24,96,Yes,5,Medium,Medium,Positive,4,Male,66,72,85,82,59,55,B
32,84,Yes,8,Medium,Medium,Positive,1,Male,64,60,81,85,77,53,B-
15,98,No,8,Medium,Medium,Positive,2,Female,68,59,80,79,51,53,B-
18,100,No,6,Medium,Medium,Neutral,2,Male,60,59,85,81,78,54,B-
21,75,No,7,Low,Medium,Positive,2,Female,62,58,80,82,73,51,B-
24,72,No,7,Medium,Medium,Neutral,2,Female,68,52,77,79,65,51,B-
19,94,No,7,Medium,Medium,Neutral,1,Male,59,60,82,84,89,53,B-
15,100,No,8,High,High,Negative,3,Male,58,70,81,77,84,56,B
25,85,No,6,Low,High,Neutral,1,Female,53,57,85,87,68,52,B-
24,92,No,8,High,Medium,Neutral,3,Male,65,61,82,81,68,54,B-
15,91,No,6,Low,High,Positive,3,Male,48,47,83,76,54,47,C+
28,74,No,9,Low,Medium,Neutral,3,Female,58,60,84,78,86,51,B-
27,83,No,10,Medium,Low,Neutral,4,Female,62,61,82,82,85,52,B-
21,93,No,6,Medium,High,Positive,2,Female,62,61,82,86,77,53,B-
23,61,Yes,8,Medium,High,Positive,0,Male,59,56,78,79,75,49,C+
15,73,No,7,Medium,Medium,Neutral,5,Male,57,54,85,74,53,48,C+
20,66,Yes,8,Low,Medium,Positive,3,Male,62,59,85,82,49,49,C+
7,69,Yes,6,Medium,High,Negative,4,Female,48,52,77,80,78,44,C
25,96,No,7,Medium,Medium,Positive,2,Female,59,63,80,79,88,54,B-
11,61,Yes,6,Medium,Low,Neutral,3,Male,48,52,78,78,45,43,C
29,69,Yes,7,Medium,Low,Positive,2,Male,60,62,79,77,48,49,C+
18,72,Yes,5,Low,Medium,Negative,4,Male,55,55,84,76,51,44,C
19,85,Yes,7,High,Medium,Negative,3,Female,61,60,80,84,88,51,B-
16,81,Yes,5,High,Medium,Positive,3,Male,63,66,80,80,75,51,B-
18,69,Yes,6,Medium,Medium,Positive,4,Male,51,58,83,77,74,48,C+
29,67,No,7,Medium,Medium,Neutral,1,Female,62,62,77,81,65,48,C+
5,69,Yes,8,Medium,High,Negative,2,Female,57,54,81,80,67,43,C
28,80,No,8,Low,Medium,Neutral,2,Male,61,49,85,84,55,50,B-
22,71,No,8,Medium,Medium,Negative,4,Female,63,62,77,79,48,48,C+
13,98,Yes,5,High,Medium,Negative,3,Male,55,61,82,81,79,53,B-
14,79,No,9,Medium,Medium,Neutral,4,Male,53,55,76,84,64,47,C+
30,62,Yes,6,Medium,High,Positive,4,Male,56,60,81,81,53,51,B-
14,89,No,6,High,Medium,Negative,4,Female,63,58,84,83,72,52,B-
13,73,Yes,7,High,High,Neutral,3,Female,52,57,80,82,50,48,C+
27,86,No,6,Medium,High,Neutral,3,Male,65,59,87,84,64,54,B-
22,71,Yes,8,Low,High,Neutral,4,Female,61,61,77,74,50,48,C+
14,83,Yes,8,Low,Medium,Negative,2,Male,59,55,79,77,78,48,C+
21,91,Yes,6,High,Medium,Positive,2,Female,60,57,79,84,56,51,B-
14,97,No,7,High,Low,Neutral,3,Female,53,53,79,78,62,49,C+
27,70,Yes,7,Medium,Medium,Neutral,3,Male,53,57,86,81,78,48,C+
26,73,Yes,8,Low,Medium,Positive,4,Male,67,63,81,82,73,54,B-
23,79,Yes,6,Medium,High,Negative,4,Female,62,60,87,80,60,51,B-
22,97,Yes,6,Medium,Medium,Neutral,2,Male,61,56,84,80,44,53,B-
31,96,No,5,Low,High,Neutral,2,Female,63,58,86,84,86,57,B
20,64,Yes,6,High,Medium,Neutral,2,Male,45,56,81,77,40,45,C+
13,65,No,5,Low,Medium,Positive,2,Female,48,58,80,80,77,44,C
23,80,Yes,6,Medium,Medium,Neutral,3,Male,68,56,82,78,87,53,B-
14,74,Yes,8,High,Low,Neutral,2,Male,48,60,78,76,44,45,C+
18,66,No,9,Medium,Medium,Neutral,4,Female,57,57,77,78,52,48,C+
22,85,No,6,Low,Medium,Positive,4,Male,63,59,83,83,56,51,B-
20,98,Yes,4,Medium,Low,Positive,1,Male,56,59,83,79,63,53,B-
14,100,No,7,Low,Medium,Neutral,3,Female,60,53,82,80,66,51,B-
27,75,No,10,Medium,Medium,Positive,6,Female,64,64,76,77,76,52,B-
34,84,Yes,6,Medium,Medium,Neutral,3,Male,64,60,85,84,85,56,B
21,94,Yes,7,Medium,Medium,Positive,5,Female,73,58,86,82,63,54,B-
15,65,Yes,5,Medium,High,Neutral,4,Female,48,58,81,81,77,46,C+
11,88,Yes,7,Low,Medium,Neutral,2,Male,61,48,80,83,46,49,C+
22,76,Yes,7,Low,High,Positive,4,Male,57,51,80,84,56,50,B-
23,76,Yes,5,Medium,Low,Neutral,3,Female,60,57,79,80,75,49,C+
20,63,Yes,5,Medium,High,Positive,3,Male,62,61,76,77,85,52,B-
16,88,Yes,5,High,Medium,Positive,6,Male,60,65,85,82,84,55,B
13,70,Yes,6,Medium,Medium,Negative,4,Male,55,52,79,79,56,46,C+
25,72,Yes,8,Medium,Medium,Positive,2,Female,51,69,83,83,52,50,B-
25,65,No,6,Medium,Medium,Negative,4,Male,57,54,77,88,54,47,C+
11,95,Yes,9,High,Medium,Positive,4,Male,60,58,87,82,54,51,B-
30,80,No,6,High,Medium,Positive,3,Female,64,58,85,86,44,54,B-
23,83,Yes,7,Medium,High,Positive,4,Female,62,58,87,79,47,50,B-
28,83,No,8,Medium,Medium,Negative,5,Male,59,61,81,79,51,50,B-
12,76,Yes,9,Medium,High,Negative,3,Male,56,60,81,83,40,47,C+
12,68,No,6,Low,High,Neutral,3,Male,51,47,79,75,42,46,C+
19,90,No,8,Medium,Medium,Neutral,4,Male,60,62,86,82,75,55,B
23,65,Yes,6,Low,Medium,Neutral,2,Female,58,56,80,80,71,46,C+
31,64,No,10,Low,Medium,Negative,4,Female,63,60,82,74,87,50,B-
24,88,Yes,5,Medium,Medium,Positive,2,Male,58,59,82,75,60,51,B-
19,68,Yes,8,High,High,Neutral,3,Male,55,57,74,76,62,47,C+
14,72,No,9,Medium,Medium,Negative,3,Male,53,52,84,79,43,48,C+
27,79,Yes,5,High,Medium,Neutral,1,Female,63,66,81,78,48,51,B-
14,78,Yes,8,Medium,Medium,Negative,4,Male,60,61,82,85,75,49,C+
30,88,Yes,6,High,Medium,Positive,5,Female,71,58,80,83,52,56,B
18,85,Yes,10,Medium,Medium,Positive,3,Female,56,54,86,77,79,51,B-
30,86,No,4,High,Medium,Neutral,5,Male,62,58,85,80,75,55,B
24,89,Yes,5,Medium,Medium,Neutral,0,Female,62,64,83,83,77,53,B-
19,72,Yes,5,High,Medium,Neutral,4,Female,59,51,81,76,75,49,C+
17,73,Yes,5,High,Medium,Positive,1,Female,56,55,79,74,75,49,C+
18,78,Yes,8,Medium,High,Neutral,4,Female,54,59,86,83,67,49,C+
23,72,Yes,10,Low,Medium,Negative,2,Male,59,55,76,82,74,48,C+
20,99,Yes,9,High,Medium,Neutral,5,Male,65,63,86,78,66,54,B-
16,93,Yes,7,Medium,Medium,Positive,1,Female,53,52,87,80,50,49,C+
20,60,Yes,6,Medium,Medium,Neutral,3,Female,59,56,75,81,60,46,C+
7,62,Yes,8,Low,Low,Positive,3,Male,53,46,84,74,41,41,C
14,65,No,7,Medium,Medium,Neutral,3,Male,52,50,78,77,53,44,C
13,81,No,6,Low,Medium,Positive,4,Male,56,57,82,82,43,48,C+
10,94,No,5,Medium,Medium,Positive,3,Male,60,58,84,79,61,50,B-
9,89,Yes,7,Medium,Low,Neutral,3,Male,55,58,85,81,81,50,B-
12,69,No,7,Medium,Medium,Positive,4,Male,53,49,73,78,60,45,C+
16,76,Yes,6,High,Medium,Positive,1,Female,69,75,99,86,53,69,A-
32,80,No,6,Low,Medium,Neutral,5,Male,65,62,90,82,67,54,B-
17,92,Yes,8,Medium,Medium,Positive,3,Male,55,55,82,86,69,53,B-
21,94,No,8,Medium,Medium,Positive,3,Male,68,60,79,82,78,54,B-
22,96,No,10,High,Medium,Neutral,3,Male,61,63,81,79,80,54,B-
21,80,Yes,9,Low,Medium,Negative,3,Female,60,55,85,82,75,53,B-
20,88,Yes,5,Medium,Medium,Neutral,5,Male,56,63,85,82,40,50,B-
13,64,Yes,7,High,Low,Positive,4,Male,50,56,79,75,40,43,C
29,83,No,5,Medium,High,Neutral,4,Female,69,58,88,78,89,56,B
31,70,Yes,4,High,Medium,Neutral,2,Female,49,64,81,85,53,50,B-
10,77,Yes,10,High,Medium,Negative,3,Female,58,52,74,78,54,45,C+
14,85,No,9,High,Medium,Negative,3,Female,59,60,90,77,77,50,B-
18,70,No,6,Medium,High,Positive,2,Female,51,54,79,78,69,48,C+
14,62,No,9,Medium,Medium,Neutral,6,Male,48,56,84,83,63,44,C
23,60,Yes,9,Low,Medium,Negative,4,Female,58,54,78,85,46,44,C
16,61,No,4,Low,Medium,Neutral,2,Female,47,47,80,80,44,43,C
33,60,No,8,Low,Low,Negative,3,Male,55,54,80,81,75,51,B-
27,64,Yes,6,Low,High,Neutral,5,Female,60,49,82,75,46,48,C+
21,70,Yes,8,Low,Low,Neutral,1,Female,59,59,79,87,62,50,B-
26,69,No,10,Low,Low,Positive,2,Male,54,60,84,78,77,50,B-
27,99,No,9,Low,Medium,Positive,2,Male,66,68,83,81,86,57,B
17,72,No,7,Low,Medium,Positive,2,Female,51,54,78,76,84,47,C+
15,65,Yes,9,Low,Low,Neutral,3,Male,59,50,83,80,83,47,C+
20,82,Yes,4,Medium,High,Neutral,3,Male,62,55,80,77,58,50,B-
25,94,No,8,High,Medium,Negative,3,Female,67,70,88,87,86,57,B
21,87,Yes,8,High,Low,Positive,2,Male,61,58,83,82,74,52,B-
11,72,No,8,High,Low,Positive,2,Male,60,53,77,82,84,45,C+
15,82,Yes,6,Medium,Medium,Positive,2,Female,57,52,85,82,44,49,C+
20,89,Yes,8,Low,Medium,Negative,3,Female,55,61,86,82,42,52,B-
20,89,Yes,8,Medium,Medium,Negative,1,Male,61,57,83,76,61,51,B-
32,87,Yes,4,Medium,Medium,Neutral,2,Female,73,69,87,86,81,57,B
12,95,No,7,Medium,High,Positive,3,Male,55,62,83,80,60,51,B-
23,95,Yes,6,High,Medium,Neutral,3,Male,63,61,86,86,84,56,B
29,83,No,8,Low,Medium,Negative,5,Male,63,60,82,82,52,53,B-
34,77,No,9,Medium,Medium,Neutral,4,Female,60,57,85,82,42,52,B-
18,86,Yes,6,Medium,High,Neutral,2,Male,55,52,75,81,78,51,B-
23,93,No,5,High,Medium,Negative,1,Male,66,58,84,80,71,54,B-
23,60,No,7,Low,Medium,Neutral,2,Female,64,56,76,77,62,47,C+
21,100,No,5,Low,Low,Positive,3,Male,63,63,82,84,82,54,B-
19,67,No,7,Medium,High,Neutral,3,Female,53,56,81,77,81,48,C+
23,79,Yes,7,High,Medium,Positive,3,Male,53,57,85,86,56,51,B-
5,95,Yes,8,Low,High,Neutral,2,Female,59,62,81,85,82,50,B-
24,69,Yes,7,Medium,High,Negative,4,Male,62,58,83,82,57,50,B-
21,79,Yes,7,Low,Medium,Neutral,4,Male,60,61,79,76,71,50,B-
19,65,Yes,9,Low,Medium,Neutral,3,Male,54,46,78,81,50,46,C+
32,76,No,7,Medium,Low,Positive,3,Female,57,41,85,78,53,51,B-
16,67,Yes,6,Medium,High,Positive,3,Female,53,58,80,78,62,49,C+
18,75,Yes,7,High,High,Positive,4,Male,61,51,81,78,56,50,B-
32,75,Yes,6,Medium,Medium,Neutral,2,Female,62,58,84,82,46,51,B-
15,100,Yes,5,Medium,Medium,Neutral,3,Male,57,61,87,83,64,55,B
17,100,No,5,Low,High,Neutral,3,Female,67,68,83,86,66,53,B-
19,65,No,9,Low,Medium,Negative,4,Female,55,55,78,77,48,45,C+
25,89,Yes,6,Medium,Medium,Neutral,2,Female,65,60,79,84,49,52,B-
21,62,Yes,7,Low,Medium,Positive,4,Female,47,56,78,85,41,44,C
12,61,Yes,7,Low,Medium,Positive,2,Female,44,50,82,77,42,41,C
17,64,No,7,Medium,Medium,Neutral,3,Male,53,52,85,79,58,46,C+
16,99,No,9,High,Medium,Positive,3,Female,64,67,82,79,47,54,B-
20,98,Yes,7,Low,High,Positive,3,Female,68,56,82,83,86,53,B-
23,68,No,6,Medium,Medium,Neutral,3,Female,58,56,85,74,50,47,C+
23,66,No,6,Low,Medium,Positive,1,Male,53,47,81,83,43,46,C+
9,70,Yes,8,Low,Medium,Positive,3,Male,50,55,83,80,60,46,C+
26,81,No,8,High,High,Positive,5,Female,67,63,81,85,50,54,B-
22,83,Yes,8,Medium,Low,Negative,2,Female,52,63,78,81,43,48,C+
28,69,No,7,Low,Medium,Neutral,2,Male,65,52,79,83,78,51,B-
23,90,Yes,5,High,Medium,Neutral,3,Male,60,58,80,80,68,53,B-
27,72,Yes,8,Medium,Low,Neutral,3,Female,65,62,88,77,43,51,B-
23,97,No,7,Medium,Medium,Negative,1,Male,63,61,82,84,63,52,B-
28,86,Yes,7,Medium,Medium,Positive,5,Male,60,62,86,90,42,53,B-
23,77,No,5,Low,High,Positive,3,Male,56,53,83,85,58,50,B-
19,92,Yes,6,Medium,Medium,Neutral,2,Female,59,57,82,77,58,52,B-
25,72,Yes,8,Low,Low,Positive,3,Male,61,64,77,78,77,51,B-
23,74,No,8,Medium,Medium,Negative,2,Female,58,58,82,82,85,50,B-
12,97,Yes,7,Low,Medium,Positive,4,Female,56,59,78,81,47,50,B-
12,67,Yes,8,Medium,High,Positive,3,Male,54,54,79,79,67,47,C+
22,62,No,9,Medium,Medium,Neutral,2,Male,54,48,79,81,41,46,C+
21,78,No,8,Medium,Low,Negative,5,Female,50,62,79,83,81,50,B-
16,92,Yes,8,Medium,High,Positive,2,Male,63,63,83,86,58,53,B-
21,91,Yes,6,High,Medium,Positive,3,Female,58,72,83,78,43,54,B-
30,97,Yes,6,High,Medium,Neutral,2,Male,61,60,80,85,56,57,B
24,81,Yes,9,High,Low,Positive,3,Male,55,64,81,82,54,53,B-
13,64,No,6,Medium,Medium,Neutral,2,Female,43,44,78,80,78,42,C
19,84,Yes,8,Medium,Medium,Neutral,3,Male,50,55,83,83,46,47,C+
15,91,No,10,Low,High,Neutral,3,Female,55,62,81,83,68,50,B-
18,64,Yes,8,Medium,Medium,Neutral,3,Male,61,44,82,83,80,46,C+
18,67,Yes,7,Medium,Low,Positive,2,Male,55,56,80,78,77,49,C+
17,60,Yes,5,Medium,Medium,Negative,4,Male,54,50,79,82,87,45,C+
12,84,No,7,Medium,High,Neutral,3,Male,57,53,77,80,40,48,C+
19,95,Yes,9,Medium,Medium,Positive,4,Male,64,65,84,84,58,56,B
17,87,Yes,7,High,High,Positive,2,Male,61,66,82,81,58,53,B-
2,99,Yes,9,Low,Medium,Neutral,4,Male,48,52,77,80,42,45,C+
32,63,No,8,Medium,Low,Positive,5,Female,64,60,86,79,81,51,B-
27,96,Yes,7,Medium,Medium,Neutral,3,Male,72,65,83,86,74,57,B
18,93,No,7,Low,Medium,Neutral,4,Female,81,87,97,93,66,79,A
20,73,No,5,High,High,Negative,2,Male,53,52,87,79,60,49,C+
13,99,Yes,6,Medium,Medium,Positive,4,Male,59,65,83,85,85,52,B-
30,72,Yes,6,Medium,Medium,Neutral,3,Female,57,62,85,82,53,53,B-
31,96,Yes,8,Medium,Medium,Neutral,3,Male,66,65,77,83,57,56,B
21,95,No,7,Low,High,Positive,2,Male,57,56,83,83,88,52,B-
26,90,Yes,9,Medium,Medium,Neutral,4,Male,70,60,83,78,43,54,B-
21,83,Yes,7,Low,Low,Neutral,2,Female,61,55,82,83,79,48,C+
12,65,Yes,6,Medium,Medium,Positive,3,Female,54,46,80,75,76,45,C+
21,74,No,6,High,Medium,Positive,2,Male,60,48,80,83,45,48,C+
17,92,No,7,Medium,Medium,Neutral,2,Female,63,56,78,82,89,51,B-
19,90,Yes,6,High,Medium,Negative,3,Male,54,58,82,78,41,48,C+
19,96,Yes,5,Medium,Medium,Neutral,1,Male,60,60,86,84,57,55,B
20,61,Yes,9,Medium,Medium,Positive,4,Male,58,53,75,80,44,50,B-
20,92,No,7,Medium,High,Positive,2,Male,62,55,81,81,43,51,B-
14,98,No,7,Medium,High,Positive,3,Male,60,57,85,79,88,51,B-
16,92,No,6,Low,Medium,Neutral,3,Female,51,55,79,80,76,49,C+
12,65,Yes,5,High,Medium,Negative,2,Male,50,63,83,84,65,45,C+
26,63,Yes,7,Medium,High,Neutral,4,Male,56,61,83,85,45,48,C+
7,61,Yes,4,High,Medium,Positive,5,Female,51,55,77,76,66,43,C
27,85,Yes,8,Medium,High,Neutral,4,Male,68,66,80,84,56,53,B-
28,85,Yes,6,Low,Medium,Neutral,1,Male,54,54,82,82,54,51,B-
18,99,Yes,7,Low,Medium,Neutral,3,Male,65,57,85,80,71,55,B
4,76,Yes,8,Medium,Medium,Positive,2,Female,60,49,82,80,80,46,C+
18,73,Yes,7,Low,Medium,Neutral,1,Male,63,60,80,75,62,46,C+
20,85,Yes,5,Low,Medium,Neutral,2,Male,56,55,79,80,65,50,B-
14,93,Yes,9,Low,Medium,Neutral,2,Female,61,53,88,81,73,51,B-
17,97,No,5,Low,Medium,Positive,3,Female,62,58,83,81,46,52,B-
29,92,Yes,4,Low,High,Neutral,4,Female,67,65,87,92,81,58,B
24,77,No,8,High,Medium,Neutral,3,Male,58,59,78,84,82,50,B-
14,85,Yes,5,Medium,High,Positive,3,Male,62,61,78,86,67,52,B-
10,94,No,9,Low,Medium,Positive,2,Male,46,52,82,80,49,48,C+
18,80,Yes,8,Medium,Medium,Negative,4,Male,59,59,84,75,65,48,C+
19,69,Yes,7,Low,Medium,Positive,4,Female,54,51,82,77,45,46,C+
23,67,No,6,Medium,Medium,Neutral,4,Male,55,55,82,75,78,48,C+
17,60,No,6,Medium,Medium,Positive,2,Female,57,52,78,78,56,41,C
23,89,Yes,6,Low,High,Positive,3,Male,58,58,83,84,56,53,B-
32,64,Yes,6,Medium,Low,Neutral,5,Male,55,54,80,77,87,49,C+
25,70,No,9,Medium,Medium,Negative,2,Female,62,56,81,77,61,46,C+
20,72,Yes,6,Low,Medium,Negative,3,Male,50,49,74,77,79,45,C+
19,82,Yes,8,High,Medium,Positive,3,Female,58,58,84,82,72,52,B-
18,76,No,9,High,High,Positive,3,Female,56,59,82,81,56,49,C+
27,87,No,6,Medium,High,Neutral,2,Male,62,68,85,79,46,51,B-
16,62,Yes,8,Low,Medium,Neutral,2,Male,54,55,76,79,80,45,C+
20,65,No,6,Medium,High,Negative,4,Male,50,57,77,82,78,47,C+
20,80,Yes,7,Low,Medium,Neutral,2,Female,54,58,76,81,48,48,C+
17,73,Yes,6,Low,Medium,Negative,3,Male,53,50,77,83,52,47,C+
12,72,No,6,High,Medium,Positive,3,Female,56,56,84,77,78,48,C+
22,63,Yes,7,Low,Medium,Neutral,4,Male,58,56,76,88,89,48,C+
20,96,Yes,5,Medium,Medium,Neutral,3,Female,63,62,89,84,82,53,B-
23,88,No,8,High,Medium,Positive,3,Female,55,62,82,79,74,54,B-
17,65,Yes,5,Low,High,Positive,3,Male,60,57,77,78,86,48,C+
27,63,No,5,Medium,High,Positive,4,Male,59,56,80,85,54,50,B-
15,99,Yes,7,High,Medium,Positive,2,Male,64,59,80,78,40,51,B-
30,87,Yes,6,Low,Medium,Neutral,4,Male,66,58,83,84,56,56,B
10,77,No,8,Medium,High,Neutral,4,Male,59,53,81,79,89,47,C+
23,88,No,7,Low,Medium,Positive,1,Male,64,68,82,85,84,54,B-
23,90,No,5,Medium,High,Positive,2,Female,66,62,84,81,43,53,B-
15,91,No,8,Medium,Medium,Neutral,1,Female,61,59,85,82,65,51,B-
23,79,Yes,7,Medium,Medium,Neutral,4,Female,59,67,85,81,44,51,B-
28,77,Yes,7,Medium,Medium,Positive,3,Male,68,53,83,84,79,51,B-
7,60,Yes,10,Low,Medium,Positive,3,Female,53,45,80,80,59,42,C
23,97,Yes,9,Medium,High,Neutral,4,Male,67,72,90,88,86,57,B
5,84,Yes,7,Low,High,Positive,3,Male,48,53,78,80,43,45,C+
14,68,Yes,5,High,Medium,Positive,3,Male,50,54,83,80,77,47,C+
