Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
5,95,Yes,8,Low,High,Neutral,2,Female,76,79,85,89,90,67,A-
24,69,Yes,7,Medium,High,Negative,4,Male,79,75,87,85,65,67,A-
21,79,Yes,7,Low,Medium,Neutral,4,Male,77,78,83,79,79,67,A-
19,65,Yes,9,Low,Medium,Neutral,3,Male,71,63,82,85,58,63,B+
32,76,No,7,Medium,Low,Positive,3,Female,74,58,89,82,61,68,A-
16,67,Yes,6,Medium,High,Positive,3,Female,70,75,84,82,70,66,A-
18,75,Yes,7,High,High,Positive,4,Male,78,68,85,82,64,67,A-
32,75,Yes,6,Medium,Medium,Neutral,2,Female,79,75,88,86,54,68,A-
15,100,Yes,5,Medium,Medium,Neutral,3,Male,74,78,91,87,72,72,A
17,100,No,5,Low,High,Neutral,3,Female,84,85,87,90,74,70,A
19,65,No,9,Low,Medium,Negative,4,Female,72,71,82,80,56,62,B+
25,89,Yes,6,Medium,Medium,Neutral,2,Female,82,77,83,88,57,69,A-
21,62,Yes,7,Low,Medium,Positive,4,Female,64,72,82,88,49,61,B+
12,61,Yes,7,Low,Medium,Positive,2,Female,61,67,86,80,50,58,B
17,64,No,7,Medium,Medium,Neutral,3,Male,70,69,89,83,66,63,B+
16,99,No,9,High,Medium,Positive,3,Female,81,83,86,83,55,71,A
20,98,Yes,7,Low,High,Positive,3,Female,85,73,86,87,94,70,A
23,68,No,6,Medium,Medium,Neutral,3,Female,75,73,89,77,58,64,B+
23,66,No,6,Low,Medium,Positive,1,Male,70,64,85,86,51,63,B+
9,70,Yes,8,Low,Medium,Positive,3,Male,67,72,87,84,68,63,B+
26,81,No,8,High,High,Positive,5,Female,84,80,85,88,58,71,A
22,83,Yes,8,Medium,Low,Negative,2,Female,69,80,82,85,51,65,A-
28,69,No,7,Low,Medium,Neutral,2,Male,82,69,83,86,86,68,A-
23,90,Yes,5,High,Medium,Neutral,3,Male,77,75,84,83,76,70,A
27,72,Yes,8,Medium,Low,Neutral,3,Female,82,79,92,81,51,68,A-
23,97,No,7,Medium,Medium,Negative,1,Male,80,78,86,87,71,69,A-
28,86,Yes,7,Medium,Medium,Positive,5,Male,77,78,90,94,50,70,A
23,77,No,5,Low,High,Positive,3,Male,73,70,87,88,66,67,A-
19,92,Yes,6,Medium,Medium,Neutral,2,Female,76,74,86,81,66,69,A-
25,72,Yes,8,Low,Low,Positive,3,Male,78,81,81,82,85,68,A-
23,74,No,8,Medium,Medium,Negative,2,Female,75,74,86,86,93,67,A-
12,97,Yes,7,Low,Medium,Positive,4,Female,73,76,82,85,55,67,A-
12,67,Yes,8,Medium,High,Positive,3,Male,71,71,83,83,75,64,B+
22,62,No,9,Medium,Medium,Neutral,2,Male,71,65,83,85,49,63,B+
21,78,No,8,Medium,Low,Negative,5,Female,67,79,83,87,89,67,A-
16,92,Yes,8,Medium,High,Positive,2,Male,80,80,87,89,66,70,A
21,91,Yes,6,High,Medium,Positive,3,Female,75,89,87,81,51,71,A
30,97,Yes,6,High,Medium,Neutral,2,Male,78,77,84,89,64,74,A
24,81,Yes,9,High,Low,Positive,3,Male,72,81,85,86,62,70,A
13,64,No,6,Medium,Medium,Neutral,2,Female,60,61,82,84,86,59,B
19,84,Yes,8,Medium,Medium,Neutral,3,Male,67,72,87,87,54,64,B+
15,91,No,10,Low,High,Neutral,3,Female,72,79,85,87,76,67,A-
18,64,Yes,8,Medium,Medium,Neutral,3,Male,78,61,86,87,88,63,B+
18,67,Yes,7,Medium,Low,Positive,2,Male,72,73,84,82,85,66,A-
17,60,Yes,5,Medium,Medium,Negative,4,Male,71,67,83,86,95,62,B+
12,84,No,7,Medium,High,Neutral,3,Male,74,70,81,83,48,65,A-
19,95,Yes,9,Medium,Medium,Positive,4,Male,81,82,88,88,66,73,A
17,87,Yes,7,High,High,Positive,2,Male,78,83,86,84,66,70,A
2,99,Yes,9,Low,Medium,Neutral,4,Male,65,69,81,83,50,62,B+
32,63,No,8,Medium,Low,Positive,5,Female,81,77,90,82,89,68,A-
27,96,Yes,7,Medium,Medium,Neutral,3,Male,89,82,87,90,82,74,A
18,93,No,7,Low,Medium,Neutral,4,Female,98,100,100,97,74,96,A+
20,73,No,5,High,High,Negative,2,Male,70,69,91,83,68,66,A-
13,99,Yes,6,Medium,Medium,Positive,4,Male,76,82,87,89,93,69,A-
30,72,Yes,6,Medium,Medium,Neutral,3,Female,74,79,89,85,61,70,A
31,96,Yes,8,Medium,Medium,Neutral,3,Male,83,82,81,87,65,73,A
21,95,No,7,Low,High,Positive,2,Male,74,73,87,86,96,69,A-
26,90,Yes,9,Medium,Medium,Neutral,4,Male,87,77,87,82,51,71,A
21,83,Yes,7,Low,Low,Neutral,2,Female,77,72,86,87,87,65,A-
12,65,Yes,6,Medium,Medium,Positive,3,Female,71,63,84,78,84,62,B+
21,74,No,6,High,Medium,Positive,2,Male,77,65,84,87,53,65,A-
17,92,No,7,Medium,Medium,Neutral,2,Female,80,73,82,85,97,68,A-
19,90,Yes,6,High,Medium,Negative,3,Male,71,75,86,82,49,65,A-
19,96,Yes,5,Medium,Medium,Neutral,1,Male,77,77,90,88,65,72,A
20,61,Yes,9,Medium,Medium,Positive,4,Male,75,70,79,84,52,67,A-
20,92,No,7,Medium,High,Positive,2,Male,79,72,85,85,51,68,A-
14,98,No,7,Medium,High,Positive,3,Male,76,74,89,83,96,68,A-
16,92,No,6,Low,Medium,Neutral,3,Female,68,72,83,84,84,66,A-
12,65,Yes,5,High,Medium,Negative,2,Male,67,79,87,87,73,62,B+
26,63,Yes,7,Medium,High,Neutral,4,Male,73,77,87,89,53,65,A-
7,61,Yes,4,High,Medium,Positive,5,Female,68,72,81,80,74,60,B+
27,85,Yes,8,Medium,High,Neutral,4,Male,85,83,84,88,64,70,A
28,85,Yes,6,Low,Medium,Neutral,1,Male,71,71,86,86,62,68,A-
18,99,Yes,7,Low,Medium,Neutral,3,Male,82,74,89,84,79,72,A
4,76,Yes,8,Medium,Medium,Positive,2,Female,77,66,86,84,88,63,B+
18,73,Yes,7,Low,Medium,Neutral,1,Male,80,77,84,79,70,63,B+
20,85,Yes,5,Low,Medium,Neutral,2,Male,73,72,83,84,73,67,A-
14,93,Yes,9,Low,Medium,Neutral,2,Female,78,70,92,85,81,68,A-
17,97,No,5,Low,Medium,Positive,3,Female,79,75,87,85,54,69,A-
29,92,Yes,4,Low,High,Neutral,4,Female,84,82,91,96,89,75,A
24,77,No,8,High,Medium,Neutral,3,Male,75,76,82,88,90,67,A-
14,85,Yes,5,Medium,High,Positive,3,Male,79,78,82,90,75,69,A-
10,94,No,9,Low,Medium,Positive,2,Male,63,69,86,84,57,65,A-
18,80,Yes,8,Medium,Medium,Negative,4,Male,76,76,88,79,73,65,A-
19,69,Yes,7,Low,Medium,Positive,4,Female,71,68,86,81,53,63,B+
23,67,No,6,Medium,Medium,Neutral,4,Male,72,72,86,78,86,65,A-
17,60,No,6,Medium,Medium,Positive,2,Female,74,69,82,81,64,58,B
23,89,Yes,6,Low,High,Positive,3,Male,75,75,87,87,64,70,A
32,64,Yes,6,Medium,Low,Neutral,5,Male,72,71,84,81,95,66,A-
25,70,No,9,Medium,Medium,Negative,2,Female,79,73,85,81,69,63,B+
20,72,Yes,6,Low,Medium,Negative,3,Male,67,66,78,81,87,62,B+
19,82,Yes,8,High,Medium,Positive,3,Female,75,75,88,85,80,69,A-
18,76,No,9,High,High,Positive,3,Female,73,76,86,85,64,66,A-
27,87,No,6,Medium,High,Neutral,2,Male,79,85,89,83,54,68,A-
16,62,Yes,8,Low,Medium,Neutral,2,Male,71,72,80,83,88,62,B+
20,65,No,6,Medium,High,Negative,4,Male,67,74,81,85,86,64,B+
20,80,Yes,7,Low,Medium,Neutral,2,Female,71,75,80,84,56,65,A-
17,73,Yes,6,Low,Medium,Negative,3,Male,70,67,81,87,60,64,B+
12,72,No,6,High,Medium,Positive,3,Female,73,73,88,81,86,65,A-
22,63,Yes,7,Low,Medium,Neutral,4,Male,75,73,80,91,97,65,A-
20,96,Yes,5,Medium,Medium,Neutral,3,Female,80,79,93,88,90,70,A
23,88,No,8,High,Medium,Positive,3,Female,72,79,86,83,82,71,A
17,65,Yes,5,Low,High,Positive,3,Male,77,74,81,82,94,65,A-
27,63,No,5,Medium,High,Positive,4,Male,76,73,84,88,62,67,A-
15,99,Yes,7,High,Medium,Positive,2,Male,81,76,84,82,48,68,A-
30,87,Yes,6,Low,Medium,Neutral,4,Male,83,75,87,87,64,73,A
10,77,No,8,Medium,High,Neutral,4,Male,76,70,85,82,97,64,B+
23,88,No,7,Low,Medium,Positive,1,Male,81,85,86,89,92,71,A
23,90,No,5,Medium,High,Positive,2,Female,83,79,88,84,51,70,A
15,91,No,8,Medium,Medium,Neutral,1,Female,78,76,89,86,73,68,A-
23,79,Yes,7,Medium,Medium,Neutral,4,Female,76,84,89,85,52,68,A-
28,77,Yes,7,Medium,Medium,Positive,3,Male,85,70,87,88,87,68,A-
7,60,Yes,10,Low,Medium,Positive,3,Female,70,62,84,84,67,59,B
23,97,Yes,9,Medium,High,Neutral,4,Male,84,89,94,91,94,74,A
5,84,Yes,7,Low,High,Positive,3,Male,65,70,82,84,51,62,B+
14,68,Yes,5,High,Medium,Positive,3,Male,67,71,87,83,85,64,B+
30,97,No,5,Medium,Medium,Positive,2,Male,85,78,92,88,68,76,A
17,97,Yes,9,Medium,Medium,Positive,2,Male,79,80,82,95,61,70,A
13,100,No,6,Medium,Low,Positive,5,Male,75,79,84,84,74,69,A-
32,100,Yes,5,Medium,Medium,Positive,3,Male,82,77,91,87,65,74,A
9,70,No,8,Low,High,Negative,2,Female,76,69,83,81,80,62,B+
14,94,No,9,High,High,Positive,3,Male,81,76,85,85,81,70,A
29,93,Yes,9,Medium,High,Positive,3,Male,75,80,90,92,52,71,A
31,69,Yes,6,Low,Medium,Negative,2,Male,76,71,92,94,78,68,A-
19,64,Yes,8,Low,Medium,Neutral,3,Female,71,79,81,83,84,66,A-
13,99,No,7,High,Medium,Negative,3,Male,73,79,87,85,52,67,A-
33,72,No,8,Low,High,Neutral,4,Male,77,77,87,85,81,71,A
30,95,Yes,7,Medium,Medium,Neutral,1,Male,80,81,89,88,88,74,A
24,60,Yes,6,Low,Medium,Positive,2,Male,68,72,89,82,90,65,A-
15,61,Yes,9,Medium,Medium,Neutral,3,Female,67,64,81,82,50,60,B+
20,79,Yes,7,Low,Medium,Neutral,2,Male,75,75,89,84,83,69,A-
19,70,Yes,6,Low,Medium,Positive,3,Male,62,71,85,86,88,65,A-
22,88,Yes,7,Medium,Medium,Positive,2,Female,85,84,88,87,68,69,A-
29,83,Yes,6,High,Medium,Neutral,4,Male,82,82,89,89,75,70,A
25,63,Yes,8,Medium,High,Positive,1,Female,72,77,85,83,61,65,A-
14,67,Yes,7,Low,Medium,Neutral,4,Female,65,66,80,79,64,57,B
28,76,Yes,6,Low,High,Positive,2,Female,72,71,88,84,73,68,A-
22,67,No,10,Medium,Low,Neutral,3,Male,81,74,87,86,56,67,A-
24,92,No,5,Medium,Medium,Negative,4,Female,85,82,90,84,67,70,A
29,77,Yes,8,Medium,Medium,Neutral,3,Male,77,70,89,83,63,68,A-
13,64,Yes,7,Medium,Medium,Neutral,1,Female,74,73,82,84,60,62,B+
20,79,Yes,5,Medium,Medium,Neutral,5,Male,76,85,86,82,72,67,A-
17,64,Yes,6,Medium,Medium,Positive,1,Male,69,78,87,81,90,66,A-
11,65,Yes,5,Medium,High,Neutral,2,Female,66,74,84,85,60,60,B+
35,94,Yes,7,Medium,High,Positive,2,Female,83,84,91,90,61,75,A
9,97,Yes,7,Medium,High,Neutral,5,Female,73,79,84,83,55,67,A-
20,93,No,10,Medium,Medium,Neutral,2,Male,78,75,92,91,95,71,A
24,73,Yes,6,Medium,Medium,Negative,2,Male,71,74,90,81,80,63,B+
21,71,Yes,9,Low,High,Positive,1,Male,75,78,83,89,53,67,A-
19,82,No,8,Low,Medium,Negative,4,Female,76,77,85,87,80,68,A-
12,89,Yes,4,Low,High,Negative,4,Male,69,79,84,81,57,65,A-
21,100,No,6,Medium,Medium,Positive,3,Female,77,77,89,89,92,72,A
15,65,No,8,Medium,Medium,Neutral,4,Female,64,68,83,83,60,61,B+
7,62,No,7,Medium,Low,Neutral,5,Female,72,68,80,86,88,60,B+
27,88,Yes,7,Medium,Medium,Positive,2,Female,72,75,88,89,58,72,A
26,93,Yes,6,Medium,Medium,Neutral,3,Female,84,81,85,91,76,72,A
20,94,Yes,6,Medium,Medium,Negative,3,Male,83,70,88,83,94,70,A
21,87,No,7,High,Medium,Negative,3,Male,74,79,91,86,63,67,A-
26,98,No,10,Medium,High,Neutral,1,Male,69,79,87,84,52,71,A
21,80,Yes,6,Medium,Medium,Negative,2,Female,73,71,83,84,76,66,A-
25,97,No,6,Low,High,Positive,2,Female,80,76,90,85,57,72,A
18,99,Yes,7,Medium,Medium,Neutral,4,Female,74,77,86,87,84,70,A
28,94,Yes,5,Medium,Medium,Negative,2,Female,77,82,85,88,78,71,A
22,72,Yes,8,High,Medium,Negative,4,Male,78,74,85,80,65,64,B+
21,68,Yes,5,Medium,Medium,Positive,2,Male,76,70,92,78,83,66,A-
12,82,No,5,Low,Medium,Positive,4,Male,68,68,86,84,60,64,B+
22,78,Yes,5,Medium,Medium,Neutral,3,Male,69,78,83,92,94,67,A-
15,95,No,5,High,Medium,Positive,3,Female,74,71,86,88,65,67,A-
16,64,No,9,Medium,High,Positive,3,Male,71,72,87,85,86,64,B+
15,70,No,8,Low,Medium,Positive,4,Female,71,69,86,86,61,61,B+
14,90,Yes,8,Medium,Medium,Negative,2,Female,100,100,100,99,84,99,A+
33,64,No,8,Low,Medium,Positive,4,Male,77,79,89,85,50,67,A-
28,73,Yes,7,High,High,Positive,3,Male,87,74,90,80,63,72,A
32,75,No,7,Medium,Medium,Neutral,4,Male,77,65,83,84,53,66,A-
13,85,Yes,9,High,High,Positive,2,Male,76,73,85,77,71,68,A-
20,66,No,9,Low,High,Positive,1,Female,71,80,78,79,70,64,B+
12,94,No,5,High,Medium,Neutral,2,Male,76,86,88,84,66,69,A-
16,78,No,10,Low,Medium,Positive,4,Female,77,81,84,87,97,65,A-
14,97,No,5,Medium,Medium,Neutral,4,Female,72,73,86,81,60,66,A-
27,79,Yes,6,Low,High,Positive,4,Male,81,73,88,90,88,73,A
18,71,Yes,7,Low,Medium,Neutral,4,Female,71,60,85,87,70,63,B+
26,66,Yes,7,High,Medium,Negative,4,Female,72,71,88,79,65,66,A-
24,60,Yes,10,Low,High,Neutral,2,Female,68,72,90,84,58,65,A-
34,81,Yes,9,Low,High,Negative,2,Male,80,84,86,87,80,71,A
11,64,Yes,8,High,Medium,Neutral,2,Male,66,70,75,82,65,58,B
28,76,No,9,Medium,High,Neutral,3,Male,78,77,84,82,89,68,A-
27,84,No,8,Medium,Medium,Neutral,4,Male,75,73,88,82,96,69,A-
14,71,Yes,6,Low,Medium,Positive,3,Female,76,66,81,87,59,63,B+
26,67,Yes,8,Medium,Medium,Negative,5,Female,71,75,84,83,54,66,A-
22,91,Yes,7,Medium,High,Negative,3,Female,83,80,84,85,64,69,A-
19,98,Yes,6,Medium,Medium,Negative,3,Male,70,78,87,87,71,69,A-
15,64,No,9,Medium,Medium,Neutral,2,Male,73,66,85,88,63,63,B+
16,66,Yes,7,Medium,Medium,Positive,3,Female,75,76,77,84,97,65,A-
32,98,No,5,Medium,Low,Positive,3,Male,81,86,95,86,87,76,A
20,62,Yes,6,High,High,Neutral,3,Male,77,70,85,88,96,67,A-
25,99,No,8,Medium,High,Positive,3,Male,83,74,87,82,67,70,A
15,60,No,9,Medium,High,Negative,5,Male,60,71,83,79,63,60,B+
15,95,No,8,Medium,High,Neutral,3,Female,78,75,88,84,68,68,A-
26,72,Yes,8,Medium,Medium,Negative,3,Male,66,83,89,85,74,68,A-
12,98,Yes,6,Medium,Medium,Neutral,3,Female,74,80,92,86,85,70,A
18,73,Yes,7,High,Medium,Neutral,3,Female,82,73,84,79,92,68,A-
20,86,No,7,Medium,Low,Neutral,3,Male,75,77,88,88,71,69,A-
21,63,Yes,7,Medium,Medium,Negative,3,Female,66,70,85,85,62,62,B+
19,70,No,7,Medium,Low,Neutral,4,Male,71,68,79,85,64,64,B+
22,91,No,6,Low,Medium,Positive,2,Female,87,75,88,87,83,71,A
24,81,Yes,8,Medium,Medium,Positive,2,Male,69,79,84,85,76,68,A-
24,97,No,5,High,Low,Neutral,5,Female,76,83,89,91,72,72,A
14,77,Yes,5,Low,High,Negative,3,Male,78,74,84,83,58,64,B+
18,95,Yes,6,Medium,High,Neutral,3,Female,88,87,90,86,92,73,A
27,78,No,8,Low,Medium,Neutral,3,Female,77,74,85,82,87,69,A-
25,99,No,8,Medium,Low,Positive,3,Male,73,85,84,90,55,70,A
12,98,No,4,Medium,High,Neutral,2,Female,85,73,84,82,66,69,A-
22,73,No,8,Medium,Medium,Neutral,3,Male,78,67,84,85,75,64,B+
8,95,No,7,Low,Medium,Neutral,2,Male,77,66,83,82,71,66,A-
20,94,Yes,6,High,Medium,Neutral,2,Female,74,75,84,86,68,69,A-
31,68,No,7,Low,Medium,Positive,3,Female,76,73,88,78,84,68,A-
14,85,Yes,5,Medium,Medium,Neutral,3,Male,72,75,82,82,51,65,A-
15,63,Yes,7,Medium,Medium,Negative,2,Male,71,71,86,80,72,62,B+
25,93,Yes,5,Medium,Medium,Positive,2,Female,88,77,91,86,61,75,A
11,67,Yes,6,Low,Medium,Positive,3,Female,71,66,82,83,52,60,B+
16,63,Yes,6,Medium,Medium,Neutral,4,Male,67,69,83,83,71,63,B+
24,76,Yes,8,Medium,Medium,Positive,4,Male,79,66,90,81,57,66,A-
16,83,Yes,7,Medium,Medium,Neutral,3,Female,76,70,86,84,61,67,A-
19,94,Yes,8,Medium,Medium,Negative,3,Female,79,72,91,93,73,68,A-
24,99,Yes,5,Medium,Medium,Positive,3,Female,86,86,92,87,97,72,A
23,78,No,7,High,Medium,Neutral,3,Male,70,75,87,86,82,66,A-
22,62,Yes,8,Medium,Medium,Neutral,3,Female,71,74,86,85,62,63,B+
18,90,Yes,9,Medium,High,Positive,3,Female,77,72,88,85,67,71,A
22,83,Yes,5,High,Medium,Positive,3,Male,69,80,83,85,68,67,A-
19,78,Yes,6,Medium,Medium,Neutral,3,Male,75,80,82,86,56,66,A-
23,72,No,8,Medium,High,Positive,2,Female,84,65,86,83,56,66,A-
17,80,No,9,Medium,Medium,Positive,2,Male,69,72,83,83,55,68,A-
19,74,No,7,High,Medium,Neutral,3,Female,74,76,86,85,74,66,A-
14,90,Yes,5,Medium,Medium,Negative,3,Female,78,79,86,84,82,68,A-
20,82,Yes,5,Medium,Medium,Neutral,1,Female,76,73,87,88,78,68,A-
15,95,Yes,7,Low,High,Neutral,2,Female,76,74,89,88,97,68,A-
13,82,No,8,Low,High,Neutral,3,Male,69,71,88,80,54,66,A-
22,70,No,7,Medium,High,Positive,2,Male,75,74,87,85,97,66,A-
21,94,No,5,Low,High,Neutral,3,Female,75,83,88,86,71,70,A
25,82,Yes,9,Low,Medium,Negative,2,Male,68,72,93,86,59,68,A-
17,68,Yes,6,High,Low,Negative,3,Male,78,77,85,85,95,65,A-
22,85,Yes,8,High,Medium,Positive,3,Male,82,74,93,84,71,70,A
23,74,No,4,Medium,Medium,Negative,5,Male,74,70,87,84,65,66,A-
23,94,Yes,9,Medium,Medium,Negative,1,Female,77,79,88,83,59,68,A-
15,78,Yes,6,High,Medium,Neutral,2,Male,76,76,83,83,61,64,B+
21,89,No,9,Medium,Medium,Negative,3,Male,78,80,92,84,97,69,A-
22,64,No,8,Low,Medium,Neutral,4,Female,76,67,84,84,63,65,A-
20,76,Yes,5,Low,High,Negative,3,Female,76,75,92,83,97,69,A-
7,99,Yes,7,Low,High,Neutral,4,Female,79,77,85,85,65,66,A-
21,92,No,9,Medium,Low,Positive,2,Female,77,76,87,83,60,68,A-
33,66,Yes,6,Medium,Medium,Positive,2,Female,79,73,84,86,57,70,A
18,71,No,9,Medium,High,Positive,3,Female,68,75,82,83,69,65,A-
16,73,Yes,8,Medium,High,Neutral,2,Female,74,69,87,84,60,65,A-
22,86,No,9,Medium,Medium,Negative,3,Female,73,84,86,85,83,68,A-
22,90,No,7,Low,Medium,Positive,3,Male,73,82,87,89,60,67,A-
27,90,No,7,Medium,Medium,Neutral,3,Female,77,82,91,91,90,72,A
12,80,Yes,10,High,High,Positive,3,Male,74,84,91,90,90,70,A
24,92,Yes,8,High,High,Neutral,3,Male,88,80,86,90,62,72,A
24,77,Yes,7,Low,Medium,Negative,5,Male,84,82,85,87,86,71,A
19,65,No,8,Low,High,Neutral,4,Male,79,78,87,81,91,64,B+
22,83,Yes,6,Medium,Medium,Positive,5,Female,72,78,85,87,78,69,A-
26,98,Yes,7,Medium,Medium,Positive,1,Female,81,79,85,86,66,73,A
25,92,Yes,9,Medium,Medium,Negative,5,Female,73,70,85,84,70,70,A
13,83,No,7,Medium,Medium,Neutral,4,Female,73,75,89,81,87,68,A-
25,86,No,6,Medium,High,Positive,5,Male,75,82,87,87,63,71,A
20,97,No,6,Low,High,Positive,3,Female,84,83,90,87,65,71,A
20,77,Yes,7,High,Medium,Neutral,3,Male,72,76,90,88,56,66,A-
20,73,No,6,Low,High,Neutral,4,Female,80,73,86,90,68,68,A-
19,99,Yes,5,Low,Medium,Neutral,2,Male,80,69,90,85,52,70,A
27,95,No,5,Low,Medium,Neutral,4,Male,89,77,86,90,64,72,A
19,73,Yes,9,High,Low,Positive,4,Female,68,72,88,88,67,66,A-
13,79,Yes,7,Low,Medium,Neutral,2,Female,78,71,83,89,61,65,A-
18,77,Yes,7,High,Medium,Neutral,3,Female,78,76,83,83,53,66,A-
21,66,Yes,6,Low,Medium,Neutral,1,Female,69,82,84,81,74,65,A-
27,98,Yes,6,Low,Medium,Neutral,4,Male,84,80,91,85,91,72,A
24,76,Yes,6,Medium,Medium,Negative,3,Female,77,75,84,82,65,68,A-
15,95,Yes,7,High,Medium,Negative,3,Female,75,74,87,81,60,68,A-
35,68,Yes,5,Medium,Low,Positive,4,Male,72,75,84,87,62,67,A-
22,82,Yes,9,Low,Medium,Neutral,2,Male,73,72,84,83,91,68,A-
28,61,No,7,High,High,Positive,4,Male,83,75,90,87,74,67,A-
19,91,No,7,Low,High,Negative,3,Female,77,79,85,87,55,69,A-
23,83,No,8,Medium,Medium,Neutral,2,Male,76,74,89,81,83,65,A-
25,85,No,8,Medium,High,Neutral,4,Male,75,80,86,85,56,70,A
27,62,No,6,Low,Medium,Positive,2,Male,69,74,88,85,51,64,B+
26,68,No,8,Medium,High,Positive,3,Male,78,66,87,83,61,66,A-
25,63,No,8,Medium,Medium,Positive,1,Female,67,75,80,86,56,64,B+
18,72,Yes,7,High,High,Negative,2,Female,72,71,87,88,78,66,A-
17,85,Yes,9,Medium,Medium,Neutral,2,Male,75,70,86,89,72,67,A-
22,83,Yes,8,Medium,Low,Negative,4,Male,76,71,84,86,84,68,A-
26,84,No,8,Medium,High,Neutral,2,Male,78,81,90,86,74,71,A
19,82,No,9,Medium,High,Neutral,3,Female,76,74,89,82,69,67,A-
26,71,Yes,7,Medium,Medium,Positive,2,Male,80,69,88,82,74,69,A-
29,70,Yes,7,Low,Medium,Positive,4,Male,78,77,86,88,70,67,A-
15,65,Yes,8,Medium,Medium,Neutral,3,Female,65,62,89,83,50,61,B+
15,94,No,7,Medium,High,Positive,2,Male,75,76,88,87,82,68,A-
19,85,Yes,8,Medium,Low,Neutral,4,Female,80,76,89,88,96,67,A-
22,67,Yes,6,Low,High,Neutral,4,Male,75,76,86,80,69,64,B+
17,67,Yes,4,Medium,High,Negative,2,Female,66,79,90,82,69,63,B+
28,95,No,8,High,High,Negative,4,Male,81,73,89,85,50,72,A
23,90,No,5,Low,Medium,Negative,2,Male,69,76,88,85,93,69,A-
20,86,No,6,Medium,Low,Neutral,2,Male,74,72,93,79,94,66,A-
11,76,Yes,8,Low,High,Neutral,3,Female,79,74,86,85,89,64,B+
12,70,Yes,8,Medium,High,Negative,4,Female,65,70,86,83,53,61,B+
22,99,Yes,9,Medium,Low,Negative,4,Male,76,77,88,82,93,71,A
7,92,Yes,4,Medium,Medium,Positive,1,Female,74,69,81,84,49,63,B+
26,72,No,7,Low,Low,Neutral,4,Female,67,68,79,91,70,65,A-
19,94,Yes,7,Medium,Medium,Negative,5,Female,77,83,93,88,73,71,A
39,90,No,8,High,High,Neutral,1,Female,88,88,92,91,90,78,A
34,72,Yes,9,Low,Medium,Positive,3,Male,79,85,93,90,86,73,A
19,77,No,5,Low,High,Neutral,3,Female,72,71,84,82,88,65,A-
19,67,Yes,7,High,Medium,Positive,4,Male,77,71,90,82,91,66,A-
26,64,Yes,8,Low,High,Neutral,2,Male,76,69,83,86,72,66,A-
30,89,No,6,Medium,Medium,Neutral,3,Male,83,83,88,93,87,74,A
10,71,No,10,Low,Medium,Positive,3,Female,69,65,85,85,51,62,B+
9,93,Yes,6,Low,Medium,Positive,2,Female,75,82,88,86,70,66,A-
16,100,No,7,Medium,Medium,Negative,4,Female,78,73,90,81,50,71,A
23,63,Yes,5,Medium,Medium,Neutral,2,Female,77,76,87,80,94,67,A-
23,79,Yes,7,Low,High,Neutral,4,Female,75,84,87,86,96,69,A-
26,92,No,4,Medium,Medium,Positive,4,Male,79,82,90,86,52,72,A
13,92,Yes,7,Medium,Medium,Positive,4,Male,76,80,86,85,75,72,A
6,90,Yes,9,Medium,High,Positive,2,Male,73,68,86,84,64,65,A-
25,74,No,5,High,Medium,Positive,5,Male,76,72,88,83,65,71,A
15,78,No,5,Medium,High,Positive,1,Male,68,75,90,82,71,64,B+
8,84,Yes,9,Low,Medium,Positive,2,Male,70,75,84,79,54,61,B+
21,99,Yes,9,Low,High,Negative,2,Female,78,75,85,83,57,69,A-
25,73,Yes,5,Medium,Medium,Neutral,5,Female,76,68,86,87,77,65,A-
19,97,Yes,10,High,High,Neutral,4,Female,75,66,91,80,49,69,A-
17,71,No,8,Low,Low,Neutral,3,Female,74,67,83,83,78,64,B+
19,100,Yes,9,High,Medium,Negative,4,Male,79,76,88,86,64,69,A-
18,87,Yes,6,Low,Medium,Neutral,4,Female,78,83,84,85,90,68,A-
12,79,No,9,Low,Medium,Positive,2,Male,68,74,81,80,78,63,B+
16,85,No,7,High,High,Neutral,2,Male,75,75,84,85,83,66,A-
22,71,Yes,8,Medium,High,Negative,2,Male,75,72,90,87,61,66,A-
21,65,No,6,Medium,Medium,Neutral,4,Male,75,72,84,86,98,67,A-
14,65,Yes,5,Low,High,Negative,2,Male,62,76,79,83,70,62,B+
19,74,Yes,7,Medium,High,Negative,2,Female,75,75,83,83,66,66,A-
7,91,No,7,High,Medium,Neutral,3,Female,84,66,83,85,92,68,A-
21,84,Yes,6,Medium,High,Negative,5,Male,75,73,88,80,50,68,A-
29,64,No,9,Medium,High,Negative,2,Female,68,67,90,79,75,63,B+
11,94,Yes,10,Medium,Low,Neutral,3,Male,75,71,84,89,59,66,A-
22,98,Yes,7,Medium,Medium,Positive,1,Male,81,82,86,83,58,72,A
28,87,No,6,Medium,Low,Neutral,3,Female,82,77,88,87,50,70,A
17,67,No,10,Medium,Medium,Positive,3,Male,66,70,85,79,69,63,B+
16,79,No,8,Medium,High,Neutral,4,Male,76,79,90,83,87,65,A-
8,86,Yes,8,Low,Medium,Neutral,1,Male,75,70,85,87,96,65,A-
21,61,No,9,Medium,Medium,Neutral,3,Male,73,82,91,86,79,66,A-
