Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Teacher_Quality,Peer_Influence,Physical_Activity,Gender,quiz1,quiz2,Assignment1,Assignment2,Midterm_Marks,Final_Marks,Grade
9,91,No,8,High,Medium,Positive,4,Male,65,66,80,80,60,58,B
20,77,No,8,Medium,High,Positive,4,Male,67,71,77,79,51,58,B
12,90,Yes,9,Medium,Medium,Positive,3,Male,71,72,84,85,72,63,B+
32,75,Yes,7,High,Medium,Neutral,3,Male,71,73,89,87,92,65,A-
25,70,No,6,Low,Medium,Neutral,2,Female,63,65,82,87,66,58,B
21,89,Yes,7,Medium,Medium,Positive,2,Male,73,73,83,86,71,64,B+
28,77,Yes,6,Low,High,Negative,3,Female,65,74,86,85,68,64,B+
15,99,Yes,6,High,High,Negative,5,Male,76,75,85,87,68,65,A-
23,74,No,9,Low,Low,Positive,4,Male,63,64,87,83,56,57,B
21,97,No,8,High,High,Neutral,1,Male,68,74,86,86,66,65,A-
22,97,No,8,Medium,Medium,Positive,4,Male,70,73,92,87,70,64,B+
28,70,Yes,9,Low,Medium,Neutral,3,Male,73,63,81,83,82,59,B
24,92,No,8,Medium,Medium,Positive,3,Female,70,72,87,88,52,64,B+
22,77,Yes,10,High,Low,Neutral,2,Male,70,60,84,85,74,60,B+
10,97,No,4,Low,High,Neutral,2,Male,67,71,83,88,78,62,B+
14,78,Yes,6,High,Medium,Positive,5,Female,71,70,85,81,64,60,B+
19,90,Yes,6,Medium,Medium,Neutral,4,Male,75,74,86,86,72,64,B+
13,69,No,7,Low,Low,Positive,2,Male,71,61,81,82,68,55,B
34,68,No,7,High,Medium,Neutral,2,Male,67,69,85,84,62,60,B+
29,77,Yes,10,High,Medium,Negative,4,Female,74,76,89,84,86,63,B+
24,90,No,8,High,Medium,Neutral,3,Female,73,78,89,91,94,65,A-
20,84,No,6,Medium,Medium,Neutral,2,Male,76,70,86,83,56,62,B+
19,88,No,8,High,Medium,Neutral,3,Male,68,71,85,85,89,63,B+
14,71,No,4,Medium,Medium,Negative,3,Female,68,69,85,82,72,57,B
20,79,Yes,7,Low,Medium,Negative,3,Male,65,60,83,85,67,58,B
22,62,Yes,7,Medium,Medium,Negative,2,Male,67,66,87,83,90,59,B
13,93,No,6,High,Medium,Negative,3,Female,69,73,85,86,91,61,B+
22,100,Yes,7,Medium,Medium,Positive,3,Female,74,76,83,86,59,65,A-
19,76,Yes,6,Medium,Medium,Positive,3,Female,65,67,86,90,63,58,B
9,60,Yes,6,Medium,High,Neutral,2,Female,62,55,78,87,88,53,B-
15,67,No,8,Medium,High,Negative,4,Female,71,64,89,81,70,56,B
18,86,Yes,9,Low,High,Positive,3,Female,71,65,88,77,59,59,B
31,84,Yes,8,Low,Medium,Positive,4,Female,78,75,90,88,93,66,A-
23,92,Yes,6,Low,Medium,Positive,4,Male,70,69,84,86,56,64,B+
12,70,Yes,6,Low,Medium,Negative,2,Male,56,56,86,78,76,52,B-
23,91,Yes,6,Medium,High,Neutral,3,Female,75,63,86,86,66,63,B+
11,88,Yes,7,Low,Low,Neutral,3,Female,68,68,79,77,68,56,B
26,73,No,6,Medium,Low,Positive,4,Male,75,66,80,88,50,60,B+
17,82,Yes,9,Medium,Medium,Neutral,2,Male,63,66,89,83,58,58,B
19,66,No,7,Medium,Low,Positive,4,Female,64,65,85,84,53,57,B
28,78,No,8,Low,Medium,Positive,2,Male,65,68,85,88,82,64,B+
12,95,Yes,5,Medium,Medium,Negative,2,Male,69,66,89,93,80,63,B+
12,77,Yes,6,Medium,Low,Neutral,2,Female,68,60,82,86,85,56,B
16,94,No,8,Medium,High,Neutral,2,Female,67,66,81,85,80,61,B+
26,84,Yes,8,Medium,Medium,Negative,2,Female,71,69,88,83,51,60,B+
11,68,Yes,5,Medium,Medium,Neutral,4,Female,66,64,87,75,94,59,B
3,83,Yes,7,Low,High,Positive,5,Male,65,70,77,78,54,56,B
17,80,Yes,7,Medium,Medium,Negative,5,Female,61,69,85,85,63,58,B
23,76,Yes,6,Low,Medium,Positive,3,Male,67,70,84,86,80,59,B
27,65,Yes,8,Medium,Low,Negative,4,Female,53,65,85,80,52,58,B
17,77,Yes,5,Medium,High,Neutral,4,Male,65,71,85,84,54,58,B
18,63,No,6,Medium,High,Neutral,2,Male,57,63,78,84,89,56,B
27,64,No,8,Medium,Medium,Positive,3,Male,71,66,84,84,62,58,B
9,77,Yes,7,Medium,High,Neutral,4,Male,66,63,81,82,78,55,B
18,72,Yes,7,Medium,Medium,Positive,3,Female,69,69,83,81,88,59,B
21,97,No,7,Medium,Medium,Negative,3,Female,79,74,89,86,94,64,B+
23,75,Yes,8,High,Medium,Positive,2,Female,61,63,84,88,56,57,B
17,90,Yes,8,Low,Medium,Neutral,4,Female,76,66,86,87,51,60,B+
20,81,No,8,Medium,Medium,Neutral,3,Male,73,71,82,87,82,61,B+
5,88,No,7,Medium,Medium,Negative,3,Female,63,66,88,86,54,56,B
16,70,Yes,6,High,High,Negative,3,Female,70,63,81,86,74,57,B
23,98,Yes,6,Medium,High,Neutral,1,Female,70,69,90,87,72,67,A-
14,81,Yes,5,Medium,High,Positive,4,Male,65,68,83,89,73,61,B+
20,93,Yes,6,Low,High,Positive,3,Female,66,71,85,82,77,61,B+
23,75,Yes,6,Medium,Low,Neutral,3,Female,68,76,84,83,88,62,B+
18,64,Yes,9,Medium,Medium,Negative,4,Male,57,58,81,80,59,54,B-
21,87,Yes,5,High,Medium,Positive,2,Female,75,68,88,82,73,62,B+
14,60,Yes,9,Low,High,Positive,3,Female,61,60,85,77,62,54,B-
19,79,Yes,7,Low,Medium,Positive,3,Male,70,72,84,84,61,60,B+
24,68,No,7,Medium,Low,Neutral,4,Female,61,64,84,84,46,56,B
21,85,No,8,Medium,High,Positive,3,Female,61,66,84,86,75,61,B+
16,99,No,5,Low,Medium,Neutral,5,Female,70,71,85,87,94,61,B+
21,79,Yes,6,Low,Medium,Neutral,1,Male,59,66,82,83,83,60,B+
24,93,Yes,5,High,Medium,Negative,3,Female,70,65,84,83,57,62,B+
8,80,No,6,Medium,Medium,Neutral,3,Male,59,62,85,79,81,57,B
27,80,No,6,Low,Medium,Positive,4,Male,77,74,84,85,60,60,B+
18,97,No,9,Low,Medium,Neutral,3,Female,75,72,84,88,83,63,B+
23,96,Yes,6,Low,Medium,Negative,4,Female,73,73,89,82,88,65,A-
27,91,No,4,Medium,High,Neutral,2,Female,78,71,84,79,62,64,B+
12,72,No,6,High,Medium,Positive,3,Male,59,64,86,81,45,55,B
16,82,Yes,8,High,Medium,Positive,5,Male,70,69,82,78,60,60,B+
18,69,Yes,9,Medium,Medium,Negative,2,Female,66,66,88,84,55,57,B
15,78,Yes,7,Medium,Low,Neutral,2,Male,66,65,87,83,76,57,B
30,79,No,6,Medium,Medium,Negative,4,Female,77,74,87,85,60,63,B+
15,93,Yes,7,Medium,Medium,Negative,5,Female,72,69,88,87,47,61,B+
17,96,No,8,Medium,Medium,Neutral,3,Female,72,67,83,84,72,63,B+
21,77,Yes,5,Low,High,Negative,3,Male,59,64,85,82,89,58,B
13,61,No,7,Low,Medium,Positive,2,Female,56,53,83,83,68,52,B-
18,94,Yes,7,Medium,High,Positive,2,Female,69,77,85,86,64,62,B+
22,67,Yes,7,High,High,Positive,3,Male,68,71,85,86,54,60,B+
18,85,No,7,Medium,Medium,Positive,4,Male,64,66,82,84,64,61,B+
19,61,No,6,Low,Medium,Positive,1,Male,74,62,79,81,62,55,B
17,76,No,8,Low,Medium,Neutral,4,Male,73,63,87,81,95,58,B
11,99,Yes,7,Medium,High,Neutral,5,Female,73,75,81,81,47,62,B+
22,64,Yes,7,Medium,Medium,Neutral,4,Female,66,61,82,81,57,58,B
31,77,Yes,5,High,Medium,Neutral,2,Female,68,69,83,89,48,61,B+
20,72,Yes,8,Medium,High,Positive,2,Male,65,68,88,85,88,61,B+
21,96,Yes,6,High,Medium,Negative,3,Female,72,75,84,88,66,64,B+
24,95,Yes,9,Medium,Low,Positive,4,Male,73,71,83,84,85,64,B+
12,70,No,5,High,Medium,Positive,3,Female,61,61,86,89,80,59,B
30,63,Yes,8,Medium,Medium,Positive,3,Female,73,71,85,85,91,64,B+
21,85,No,4,Low,Medium,Neutral,3,Female,66,63,90,82,46,59,B
30,73,No,4,Medium,Low,Positive,4,Female,58,67,82,86,55,59,B
16,87,Yes,6,Medium,High,Neutral,1,Female,66,75,89,87,80,62,B+
31,61,No,4,Medium,Low,Positive,3,Female,64,60,80,72,74,58,B
25,65,Yes,8,Medium,Medium,Negative,3,Female,75,64,83,92,80,59,B
23,87,No,7,Medium,Medium,Neutral,2,Male,70,66,85,83,74,60,B+
21,68,No,9,Low,High,Negative,4,Female,61,65,83,80,74,59,B
19,94,No,7,Medium,Medium,Neutral,3,Female,72,72,90,86,92,62,B+
27,62,No,7,Medium,Medium,Neutral,4,Male,60,66,85,84,91,59,B
21,69,Yes,7,Low,Medium,Negative,3,Male,70,66,80,81,47,57,B
8,100,Yes,6,Medium,High,Positive,2,Female,69,68,87,88,66,63,B+
13,77,Yes,6,Low,Low,Neutral,4,Male,63,64,80,80,71,55,B
19,88,Yes,5,High,Low,Positive,5,Male,74,70,86,84,63,60,B+
22,67,No,8,Medium,Low,Negative,2,Female,55,58,77,81,47,53,B-
20,84,No,7,Low,Medium,Neutral,3,Female,61,69,85,80,69,59,B
27,89,Yes,7,Medium,High,Positive,2,Female,70,73,85,80,94,65,A-
8,73,Yes,10,Medium,Medium,Positive,3,Male,69,67,82,78,49,56,B
21,93,Yes,6,Low,Medium,Negative,3,Male,63,69,86,85,86,62,B+
9,84,Yes,7,High,Medium,Positive,3,Male,54,68,91,83,55,59,B
25,76,Yes,7,Medium,Medium,Positive,2,Male,68,70,82,81,74,62,B+
19,82,No,9,Low,Medium,Neutral,3,Male,71,68,87,80,64,61,B+
23,83,No,7,Medium,Low,Negative,4,Female,72,68,85,85,62,59,B
15,67,Yes,7,Low,Low,Positive,2,Male,62,66,82,83,89,56,B
28,76,Yes,10,High,Medium,Neutral,3,Male,69,66,89,93,94,63,B+
26,74,No,6,Medium,High,Positive,4,Male,74,74,86,84,64,61,B+
24,76,Yes,7,Medium,Medium,Positive,4,Male,61,62,87,79,77,61,B+
19,90,No,8,Medium,Medium,Neutral,3,Male,66,65,83,89,73,60,B+
23,79,Yes,6,Low,Medium,Neutral,1,Male,69,67,86,83,49,60,B+
16,98,Yes,8,Medium,High,Neutral,3,Female,72,71,86,86,47,62,B+
25,72,No,6,Low,High,Neutral,5,Male,67,74,79,84,84,61,B+
30,77,Yes,9,Medium,High,Neutral,1,Male,68,61,81,86,65,60,B+
26,91,Yes,8,Low,High,Neutral,2,Male,60,69,88,87,60,63,B+
16,82,No,7,Low,Medium,Positive,3,Male,68,63,90,85,94,63,B+
22,82,No,5,Medium,Medium,Neutral,2,Male,69,67,88,81,49,59,B
12,62,Yes,6,High,Medium,Negative,2,Male,58,63,82,85,58,54,B-
23,76,Yes,7,Medium,Medium,Negative,2,Male,69,74,88,85,88,61,B+
23,71,Yes,8,Low,Low,Neutral,2,Female,67,65,79,81,66,57,B
9,100,No,7,Medium,Medium,Positive,2,Male,65,70,79,83,74,59,B
13,72,Yes,8,Medium,High,Positive,4,Male,67,68,86,79,47,58,B
18,95,No,8,Medium,Low,Negative,6,Male,70,72,87,88,91,66,A-
18,87,No,8,Medium,High,Positive,4,Male,66,62,88,82,52,59,B
13,74,Yes,7,Medium,Medium,Positive,3,Male,69,67,85,84,56,58,B
22,82,Yes,7,Medium,Medium,Negative,4,Male,70,63,83,82,53,61,B+
22,94,Yes,7,Low,High,Neutral,3,Male,67,74,84,89,70,62,B+
19,95,Yes,6,High,High,Neutral,4,Male,74,72,90,91,86,65,A-
15,66,No,9,Medium,Medium,Neutral,3,Male,67,68,85,81,58,56,B
26,74,No,8,Medium,Medium,Positive,1,Male,57,64,83,83,52,58,B
30,73,Yes,9,Low,Medium,Negative,4,Male,75,71,89,88,65,62,B+
17,62,No,6,Medium,Medium,Negative,3,Female,61,63,79,75,94,55,B
16,84,Yes,8,Low,Medium,Negative,3,Female,69,67,89,84,46,59,B
23,94,Yes,9,Medium,Medium,Neutral,2,Female,75,68,87,85,70,62,B+
18,75,Yes,9,Medium,Medium,Positive,4,Female,62,69,81,82,78,60,B+
19,90,Yes,5,Low,Medium,Neutral,2,Female,92,91,97,93,85,87,A+
24,85,Yes,7,High,Medium,Neutral,2,Female,71,67,81,85,82,64,B+
9,75,No,7,Low,Medium,Positive,4,Female,58,66,78,87,49,54,B-
28,66,Yes,9,Medium,Medium,Positive,2,Male,77,71,78,83,68,61,B+
20,88,No,4,Low,Low,Negative,4,Male,63,67,86,84,49,59,B
18,94,Yes,5,Medium,Low,Negative,5,Female,69,78,86,91,76,64,B+
19,87,No,9,Low,High,Positive,4,Female,68,66,83,86,49,59,B
20,61,No,6,Medium,Low,Negative,2,Male,56,65,88,85,47,53,B-
10,69,Yes,5,Low,Medium,Positive,3,Female,59,61,85,80,60,53,B-
29,63,Yes,9,High,High,Negative,3,Male,68,63,87,86,92,59,B
20,83,Yes,5,Medium,High,Neutral,2,Male,66,74,85,84,80,60,B+
23,90,No,9,Low,Medium,Neutral,3,Male,68,71,81,86,45,60,B+
26,64,No,5,Medium,Medium,Negative,1,Male,63,64,85,81,59,57,B
14,94,No,5,Medium,High,Neutral,3,Male,60,69,81,82,46,59,B
23,82,No,7,High,High,Negative,3,Female,70,67,88,84,60,61,B+
18,88,Yes,6,Medium,High,Positive,3,Female,79,74,89,87,79,63,B+
25,99,Yes,7,Medium,Medium,Positive,4,Female,76,67,89,87,83,68,A-
7,63,Yes,10,Medium,Medium,Positive,2,Male,88,83,91,100,85,79,A
19,96,Yes,7,High,High,Negative,3,Female,77,77,90,89,90,66,A-
16,65,No,9,Medium,Medium,Neutral,3,Male,56,61,81,78,63,54,B-
23,76,No,7,Medium,Medium,Negative,6,Male,77,69,83,85,88,61,B+
23,94,No,8,Medium,High,Neutral,0,Female,72,66,90,81,81,63,B+
16,96,Yes,4,High,High,Positive,2,Male,79,78,89,87,72,64,B+
16,80,Yes,8,High,High,Positive,4,Male,69,76,90,86,93,64,B+
19,84,No,8,High,Medium,Neutral,1,Male,77,68,83,86,92,61,B+
15,88,Yes,6,Medium,Medium,Negative,4,Female,74,69,88,83,90,63,B+
25,93,Yes,10,Low,Medium,Positive,3,Male,73,74,82,90,55,63,B+
18,65,Yes,6,Low,High,Neutral,3,Female,64,70,85,79,55,55,B
3,92,Yes,5,High,Medium,Neutral,1,Female,67,71,85,87,90,60,B+
18,79,No,8,High,Medium,Positive,3,Female,74,76,81,84,65,61,B+
14,78,Yes,5,Medium,Medium,Neutral,3,Female,70,65,89,86,85,61,B+
10,77,No,7,Low,High,Neutral,1,Male,56,62,85,80,79,57,B
13,80,No,9,Medium,High,Positive,3,Male,64,65,85,83,83,61,B+
21,98,Yes,8,Medium,Medium,Neutral,3,Male,69,71,82,88,46,62,B+
28,82,No,7,Low,High,Neutral,3,Male,72,71,83,86,66,63,B+
22,98,Yes,6,Medium,Medium,Neutral,4,Female,74,73,91,86,88,66,A-
16,67,Yes,9,Medium,High,Positive,3,Male,72,70,82,78,69,59,B
23,89,No,5,Low,Medium,Positive,3,Male,60,73,83,82,80,61,B+
17,92,Yes,8,High,Medium,Neutral,3,Female,70,63,82,83,83,61,B+
16,87,Yes,10,Low,High,Neutral,0,Female,58,64,89,87,51,58,B
13,84,Yes,8,High,Low,Neutral,3,Female,70,70,87,86,53,59,B
9,83,Yes,7,Medium,Medium,Negative,1,Female,63,61,81,83,81,55,B
18,94,Yes,7,Low,High,Neutral,2,Female,70,65,83,86,48,60,B+
21,93,Yes,6,High,High,Positive,3,Female,70,77,87,88,62,66,A-
19,65,Yes,6,Medium,High,Neutral,2,Male,72,61,84,88,91,58,B
18,94,No,7,High,Medium,Neutral,4,Female,76,70,88,86,74,63,B+
14,77,Yes,8,Medium,Medium,Neutral,2,Male,72,70,82,86,91,61,B+
24,70,Yes,9,Medium,Low,Positive,3,Male,67,66,83,81,60,60,B+
12,95,Yes,4,High,Medium,Negative,3,Male,70,69,85,86,77,59,B
25,77,No,4,Low,Medium,Neutral,4,Female,63,64,84,87,59,58,B
14,92,Yes,9,Low,Medium,Neutral,4,Female,71,72,84,80,51,59,B
15,71,No,7,Low,Low,Neutral,4,Male,74,66,84,84,95,59,B
11,60,No,7,High,Medium,Positive,1,Male,66,63,83,83,54,53,B-
17,80,Yes,8,Medium,High,Negative,4,Female,64,69,81,80,54,59,B
26,64,Yes,7,Low,High,Positive,4,Female,71,66,85,84,87,61,B+
23,90,Yes,10,Low,Medium,Positive,5,Male,67,65,85,87,85,65,A-
26,71,No,8,Medium,Medium,Positive,3,Male,72,70,89,87,94,61,B+
23,78,Yes,6,High,Medium,Neutral,3,Female,70,68,86,80,49,60,B+
13,63,No,6,High,Low,Positive,4,Male,55,65,83,82,50,55,B
18,71,No,7,High,High,Positive,5,Female,62,66,83,83,67,59,B
15,91,No,6,Medium,Medium,Positive,3,Male,69,68,77,81,75,62,B+
28,66,No,10,Low,High,Positive,3,Male,64,72,86,82,47,57,B
13,86,No,7,Medium,Medium,Positive,3,Male,59,59,83,81,53,56,B
25,87,Yes,8,Medium,High,Positive,4,Male,75,75,85,83,78,65,A-
31,92,Yes,9,Medium,Medium,Positive,3,Male,73,70,87,87,49,64,B+
18,64,Yes,9,Medium,Medium,Negative,3,Female,64,64,82,79,92,57,B
24,70,No,6,Low,Medium,Neutral,3,Male,63,65,83,82,58,58,B
34,96,Yes,5,High,High,Negative,5,Female,81,73,93,84,89,68,A-
16,89,No,9,Medium,Low,Positive,3,Male,77,72,91,85,91,62,B+
11,86,No,5,Medium,Low,Neutral,4,Female,64,71,83,79,70,58,B
9,87,No,8,Low,High,Neutral,1,Male,58,62,82,75,66,53,B-
24,77,Yes,6,Medium,Medium,Positive,4,Male,72,70,87,80,59,62,B+
9,62,Yes,9,High,Medium,Neutral,4,Male,64,62,84,82,85,58,B
18,91,Yes,5,Low,High,Positive,4,Male,67,70,86,83,55,60,B+
23,87,No,6,Low,High,Neutral,2,Female,74,78,87,84,76,63,B+
21,79,Yes,8,Low,High,Positive,4,Female,58,65,87,84,73,59,B
23,96,Yes,8,Medium,High,Neutral,4,Female,76,68,79,85,57,62,B+
21,73,Yes,9,Medium,High,Neutral,3,Male,70,68,87,82,94,62,B+
28,72,Yes,8,Low,Medium,Negative,2,Female,67,67,86,85,87,61,B+
14,95,Yes,8,Medium,Medium,Positive,4,Female,71,61,83,81,46,63,B+
16,92,No,9,High,Medium,Neutral,2,Female,67,68,84,80,66,59,B
15,81,No,5,Low,High,Positive,3,Female,58,63,86,84,63,58,B
25,65,No,6,Medium,High,Negative,4,Male,73,60,83,84,89,58,B
25,69,Yes,5,Medium,Medium,Neutral,2,Male,66,68,84,78,58,58,B
23,86,Yes,4,Medium,High,Negative,3,Male,72,66,88,84,95,62,B+
27,75,No,8,Medium,Medium,Positive,2,Female,74,69,82,84,55,62,B+
13,93,No,9,Low,Medium,Neutral,3,Male,61,71,84,83,57,58,B
30,98,Yes,8,High,High,Neutral,3,Female,79,72,93,88,78,69,A-
29,92,No,8,Low,Low,Neutral,3,Male,72,67,85,88,53,65,A-
24,75,No,7,Medium,High,Negative,4,Male,72,69,85,85,89,60,B+
31,92,Yes,7,Medium,High,Positive,3,Male,65,79,92,88,50,67,A-
10,74,Yes,10,High,High,Neutral,3,Male,67,61,84,86,94,59,B
17,67,Yes,9,Medium,Low,Positive,3,Female,64,68,84,83,89,59,B
16,61,No,6,High,High,Neutral,3,Male,69,69,86,84,87,59,B
24,75,Yes,9,High,High,Negative,5,Female,74,64,89,89,65,64,B+
14,96,No,9,Medium,High,Neutral,3,Male,64,69,77,88,71,59,B
25,70,No,8,High,Low,Negative,2,Male,63,69,82,89,68,58,B
28,68,Yes,8,Medium,Medium,Neutral,3,Female,69,69,84,82,94,62,B+
24,99,Yes,8,Low,High,Negative,2,Male,66,74,86,82,47,62,B+
14,91,No,5,High,High,Neutral,3,Female,73,73,90,79,93,61,B+
27,61,No,5,Medium,Low,Neutral,2,Male,63,65,79,76,65,57,B
25,97,Yes,5,High,High,Negative,5,Male,61,72,85,90,77,66,A-
20,66,Yes,4,High,Medium,Neutral,2,Female,65,63,84,87,90,59,B
17,82,No,6,Low,Medium,Positive,3,Female,63,68,88,86,60,60,B+
8,71,Yes,8,Medium,Medium,Neutral,1,Female,57,66,87,85,92,56,B
14,63,Yes,8,High,Medium,Neutral,3,Male,56,61,82,82,59,54,B-
31,62,Yes,8,High,High,Positive,4,Male,72,64,87,84,86,64,B+
12,65,Yes,6,Medium,Medium,Positive,3,Female,68,66,81,81,59,54,B-
21,63,Yes,7,Low,Medium,Positive,3,Female,64,63,83,78,49,55,B
26,90,Yes,8,Medium,High,Neutral,4,Male,72,73,91,85,86,67,A-
12,79,No,8,Medium,Medium,Neutral,4,Male,68,69,79,83,68,58,B
21,74,Yes,6,Low,High,Positive,3,Female,63,70,84,86,65,57,B
26,77,No,7,Medium,High,Neutral,4,Male,64,57,89,87,66,59,B
20,97,Yes,4,Medium,Medium,Positive,2,Male,68,74,86,83,76,65,A-
37,96,Yes,7,Medium,High,Positive,4,Male,69,72,96,87,58,69,A-
10,89,Yes,6,Medium,Medium,Positive,3,Male,66,69,85,79,57,60,B+
26,95,No,9,Low,Medium,Neutral,3,Female,73,72,86,86,69,64,B+
19,73,No,6,Medium,Medium,Positive,3,Male,66,68,83,84,47,58,B
25,75,Yes,7,Medium,High,Negative,4,Male,67,67,85,89,77,61,B+
23,85,Yes,6,Low,High,Neutral,3,Male,65,62,82,83,86,61,B+
16,85,Yes,6,Low,High,Neutral,2,Male,71,66,84,84,81,60,B+
21,79,No,8,Medium,Low,Neutral,2,Female,59,66,81,82,68,57,B
9,76,No,6,Low,Medium,Negative,4,Male,64,64,78,85,73,53,B-
22,93,Yes,4,High,Low,Positive,2,Male,69,70,86,85,91,66,A-
24,77,Yes,8,Low,High,Positive,3,Male,67,73,84,79,73,62,B+
26,89,No,7,Medium,Medium,Neutral,5,Male,64,68,83,81,61,63,B+
22,71,No,7,Low,Medium,Neutral,3,Male,63,66,85,83,60,57,B
21,64,Yes,7,High,Low,Neutral,3,Female,69,63,79,82,78,57,B
15,74,Yes,8,Medium,Medium,Negative,3,Male,68,66,85,80,74,58,B
16,76,No,7,Low,Medium,Neutral,2,Female,67,66,81,79,54,55,B
27,61,Yes,9,Medium,Medium,Neutral,2,Male,67,60,83,86,65,57,B
29,93,Yes,7,Medium,Medium,Neutral,3,Male,68,70,88,91,79,65,A-
19,74,Yes,5,High,High,Positive,3,Male,63,65,82,85,60,57,B
20,83,Yes,7,Medium,Medium,Neutral,4,Female,64,76,84,83,70,60,B+
15,63,Yes,9,Low,High,Negative,3,Male,71,62,81,82,58,57,B
27,67,No,6,Medium,Low,Negative,2,Male,57,69,81,81,49,54,B-
24,96,Yes,5,Medium,Medium,Positive,4,Male,77,80,88,85,64,65,A-
32,84,Yes,8,Medium,Medium,Positive,1,Male,75,70,84,88,82,63,B+
15,98,No,8,Medium,Medium,Positive,2,Female,79,70,83,82,56,63,B+
18,100,No,6,Medium,Medium,Neutral,2,Male,70,69,88,84,83,64,B+
21,75,No,7,Low,Medium,Positive,2,Female,72,68,83,85,78,61,B+
24,72,No,7,Medium,Medium,Neutral,2,Female,79,64,80,82,70,61,B+
19,94,No,7,Medium,Medium,Neutral,1,Male,68,70,85,87,94,63,B+
15,100,No,8,High,High,Negative,3,Male,67,79,84,80,89,66,A-
25,85,No,6,Low,High,Neutral,1,Female,62,68,88,90,73,62,B+
24,92,No,8,High,Medium,Neutral,3,Male,75,71,85,84,73,64,B+
15,91,No,6,Low,High,Positive,3,Male,56,59,86,78,59,57,B
28,74,No,9,Low,Medium,Neutral,3,Female,67,70,87,80,91,61,B+
27,83,No,10,Medium,Low,Neutral,4,Female,72,71,85,85,90,62,B+
21,93,No,6,Medium,High,Positive,2,Female,72,71,85,89,82,63,B+
23,61,Yes,8,Medium,High,Positive,0,Male,69,66,81,82,80,59,B
15,73,No,7,Medium,Medium,Neutral,5,Male,67,65,88,77,58,58,B
20,66,Yes,8,Low,Medium,Positive,3,Male,73,68,88,85,54,59,B
7,69,Yes,6,Medium,High,Negative,4,Female,58,62,80,83,83,54,B-
25,96,No,7,Medium,Medium,Positive,2,Female,69,73,83,82,93,64,B+
11,61,Yes,6,Medium,Low,Neutral,3,Male,57,61,81,81,50,53,B-
29,69,Yes,7,Medium,Low,Positive,2,Male,71,71,82,80,53,59,B
18,72,Yes,5,Low,Medium,Negative,4,Male,66,64,87,79,56,54,B-
19,85,Yes,7,High,Medium,Negative,3,Female,71,69,83,87,93,61,B+
16,81,Yes,5,High,Medium,Positive,3,Male,74,74,83,83,80,61,B+
18,69,Yes,6,Medium,Medium,Positive,4,Male,61,67,86,80,79,58,B
29,67,No,7,Medium,Medium,Neutral,1,Female,73,70,80,84,70,58,B
5,69,Yes,8,Medium,High,Negative,2,Female,68,63,84,83,72,53,B-
28,80,No,8,Low,Medium,Neutral,2,Male,71,61,88,87,60,60,B+
22,71,No,8,Medium,Medium,Negative,4,Female,74,70,80,81,53,58,B
13,98,Yes,5,High,Medium,Negative,3,Male,64,71,85,83,84,63,B+
14,79,No,9,Medium,Medium,Neutral,4,Male,63,65,79,87,69,57,B
30,62,Yes,6,Medium,High,Positive,4,Male,66,70,84,84,58,61,B+
14,89,No,6,High,Medium,Negative,4,Female,73,68,87,86,77,62,B+
13,73,Yes,7,High,High,Neutral,3,Female,61,67,83,85,55,58,B
27,86,No,6,Medium,High,Neutral,3,Male,75,70,90,87,69,64,B+
22,71,Yes,8,Low,High,Neutral,4,Female,72,70,80,76,55,58,B
14,83,Yes,8,Low,Medium,Negative,2,Male,69,65,82,80,83,58,B
21,91,Yes,6,High,Medium,Positive,2,Female,70,67,82,87,61,61,B+
14,97,No,7,High,Low,Neutral,3,Female,63,63,82,81,67,59,B
27,70,Yes,7,Medium,Medium,Neutral,3,Male,62,67,89,83,83,58,B
26,73,Yes,8,Low,Medium,Positive,4,Male,78,72,84,85,78,64,B+
23,79,Yes,6,Medium,High,Negative,4,Female,72,70,90,83,65,61,B+
22,97,Yes,6,Medium,Medium,Neutral,2,Male,71,67,87,83,49,63,B+
31,96,No,5,Low,High,Neutral,2,Female,73,69,89,87,91,67,A-
20,64,Yes,6,High,Medium,Neutral,2,Male,54,65,84,80,45,55,B
13,65,No,5,Low,Medium,Positive,2,Female,57,67,83,83,82,54,B-
23,80,Yes,6,Medium,Medium,Neutral,3,Male,80,67,85,81,92,63,B+
14,74,Yes,8,High,Low,Neutral,2,Male,57,68,81,78,49,55,B
18,66,No,9,Medium,Medium,Neutral,4,Female,67,67,80,80,57,58,B
22,85,No,6,Low,Medium,Positive,4,Male,74,69,86,86,61,61,B+
20,98,Yes,4,Medium,Low,Positive,1,Male,65,69,86,82,68,63,B+
14,100,No,7,Low,Medium,Neutral,3,Female,70,64,85,82,71,61,B+
27,75,No,10,Medium,Medium,Positive,6,Female,74,73,79,80,81,62,B+
34,84,Yes,6,Medium,Medium,Neutral,3,Male,74,71,88,87,90,66,A-
21,94,Yes,7,Medium,Medium,Positive,5,Female,85,69,89,85,68,64,B+
15,65,Yes,5,Medium,High,Neutral,4,Female,56,67,84,83,82,56,B
11,88,Yes,7,Low,Medium,Neutral,2,Male,72,60,83,86,51,59,B
22,76,Yes,7,Low,High,Positive,4,Male,67,62,83,87,61,60,B+
23,76,Yes,5,Medium,Low,Neutral,3,Female,70,67,82,83,80,59,B
20,63,Yes,5,Medium,High,Positive,3,Male,72,71,79,80,90,62,B+
